ID,Team1,Team2,Season,City,MatchNumber,TossWinner,TossDecision,WinningTeam,Team1BattingAverage,Team2BattingAverage,Team1BowlingAverage,Team2BowlingAverage,Team1StrikeRate,Team2StrikeRate,Team1EconomyRate,Team2EconomyRate,BattingFirst,BowlingFirst,TossWinnner,Result,WinningPercentage_x,WinningPercentage_y,HomeGround,Team1Wins,Team2Wins,Matches,Team1WinPercent,Team2WinPercent
419161,Kolkata Knight Riders,Mumbai Indians,2009/10,Kolkata,League Match,Mumbai Indians,bat,Kolkata Knight Riders,25.630133423809706,24.424030038718374,31.764587714690805,31.38618920313306,120.18321487834808,123.05835453624427,7.774396212749194,7.8046601781594305,Team2,Team1,Team2,Team1,51.05,56.68,Team1,9,23,32,0.28125,0.71875
392203,Kolkata Knight Riders,Mumbai Indians,2009,East London,League Match,Mumbai Indians,bat,Mumbai Indians,20.967460952486057,24.416503689650362,30.249382781349343,27.85682253678891,119.6990525654322,119.72540076454217,7.827987421075697,7.562597890555851,Team2,Team1,Team2,Team2,51.05,56.68,Neutral,9,23,32,0.28125,0.71875
392197,Kolkata Knight Riders,Mumbai Indians,2009,Port Elizabeth,League Match,Mumbai Indians,bat,Mumbai Indians,26.525210818593177,25.404191255898574,28.801609526553346,28.051695064755943,130.76626353901491,120.72568976280398,7.901732334707296,7.621937333340847,Team2,Team1,Team2,Team2,51.05,56.68,Neutral,9,23,32,0.28125,0.71875
335997,Kolkata Knight Riders,Mumbai Indians,2007/08,Kolkata,League Match,Kolkata Knight Riders,bat,Mumbai Indians,27.292215160939836,23.236343394473376,35.95401323198199,37.16670210593628,124.62357851776763,118.2633843706223,8.622055254046808,8.153479197272642,Team1,Team2,Team1,Team2,51.05,56.68,Team1,9,23,32,0.28125,0.71875
1304101,Chennai Super Kings,Delhi Capitals,2022,Navi Mumbai,League Match,Delhi Capitals,field,Chennai Super Kings,24.271876817976484,26.25084813454289,24.836150956284154,25.69544931404417,126.81132488888716,134.15179503876104,8.035655485818712,8.032643895250622,Team1,Team2,Team2,Team1,58.96,45.33,Neutral,19,10,29,0.6551724137931034,0.3448275862068966
1254110,Chennai Super Kings,Delhi Capitals,2021,Dubai,League Match,Delhi Capitals,field,Delhi Capitals,24.073696186943575,25.18052307610578,27.275080151555198,25.397598852241913,126.19034057566644,130.72160365522973,7.75293620614742,7.694018970219254,Team1,Team2,Team2,Team2,58.96,45.33,Neutral,19,10,29,0.6551724137931034,0.3448275862068966
1254059,Chennai Super Kings,Delhi Capitals,2021,Mumbai,League Match,Delhi Capitals,field,Delhi Capitals,24.435523598111086,26.14385172328013,31.0077472727616,27.586885890296255,127.10220248019928,131.63167717481903,7.816221462614543,8.483813716902489,Team1,Team2,Team2,Team2,58.96,45.33,Neutral,19,10,29,0.6551724137931034,0.3448275862068966
1216509,Chennai Super Kings,Delhi Capitals,2020/21,Sharjah,League Match,Chennai Super Kings,bat,Delhi Capitals,21.75837398649339,23.695580508429217,28.917654105059732,26.74514787184976,126.13996050120814,126.70751532751122,8.045305976630429,8.328209286624135,Team1,Team2,Team1,Team2,58.96,45.33,Neutral,19,10,29,0.6551724137931034,0.3448275862068966
1178425,Chennai Super Kings,Delhi Capitals,2019,Chennai,League Match,Delhi Capitals,field,Chennai Super Kings,22.498577238181714,25.18052307610578,29.810199110866936,27.85619168053595,126.93937949170531,130.72160365522973,7.57187201000284,7.785767766152793,Team1,Team2,Team2,Team1,58.96,45.33,Team1,19,10,29,0.6551724137931034,0.3448275862068966
1136590,Chennai Super Kings,Delhi Capitals,2018,Pune,League Match,Delhi Capitals,field,Chennai Super Kings,25.083271052754554,28.324641370694003,30.320678454015567,31.027588392957455,125.26809524837495,132.9712088120118,7.82960463281148,7.874836452622813,Team1,Team2,Team2,Team1,58.96,45.33,Neutral,19,10,29,0.6551724137931034,0.3448275862068966
829707,Chennai Super Kings,Delhi Capitals,2015,Chennai,League Match,Delhi Capitals,field,Chennai Super Kings,24.9048838421831,21.313750795693437,31.791727872301177,29.738588557357573,127.42042111245449,133.98555262717673,7.935414255588045,8.354534741681745,Team1,Team2,Team2,Team1,58.96,45.33,Team1,19,10,29,0.6551724137931034,0.3448275862068966
729293,Chennai Super Kings,Delhi Capitals,2014,Abu Dhabi,League Match,Chennai Super Kings,bat,Chennai Super Kings,26.03265096736369,26.343763284395646,27.90603338202327,29.577643926769714,128.99222646872755,127.88350945478504,7.864709001515793,7.828140563562874,Team1,Team2,Team1,Team1,58.96,45.33,Neutral,19,10,29,0.6551724137931034,0.3448275862068966
598062,Chennai Super Kings,Delhi Capitals,2013,Chennai,League Match,Chennai Super Kings,bat,Chennai Super Kings,26.05809061262862,23.325620793172885,27.556968935638594,29.50203883687048,123.78312784982563,123.57081171327135,7.798955113225685,7.759938219871243,Team1,Team2,Team1,Team1,58.96,45.33,Team1,19,10,29,0.6551724137931034,0.3448275862068966
548364,Chennai Super Kings,Delhi Capitals,2012,Chennai,League Match,Chennai Super Kings,field,Chennai Super Kings,25.944793716913594,23.518352463829903,30.654810219618405,29.358058295755104,121.62714488550773,124.87545168422487,7.709738058200365,7.718440893767089,Team2,Team1,Team1,Team1,58.96,45.33,Team1,19,10,29,0.6551724137931034,0.3448275862068966
501253,Chennai Super Kings,Delhi Capitals,2011,Chennai,League Match,Chennai Super Kings,bat,Chennai Super Kings,25.09757149469137,24.012375651902268,28.19104461823455,29.603217728365692,121.28926034633011,123.89786874353948,7.472424909669958,7.578017209969976,Team1,Team2,Team1,Team1,58.96,45.33,Team1,19,10,29,0.6551724137931034,0.3448275862068966
419155,Chennai Super Kings,Delhi Capitals,2009/10,Chennai,League Match,Chennai Super Kings,bat,Delhi Capitals,26.236679864253396,25.26756306851874,28.514731585518103,28.978461916090783,130.0096282536139,118.20407610917214,7.706144182557279,7.652143727113951,Team1,Team2,Team1,Team2,58.96,45.33,Team1,19,10,29,0.6551724137931034,0.3448275862068966
392206,Chennai Super Kings,Delhi Capitals,2009,Johannesburg,League Match,Delhi Capitals,field,Chennai Super Kings,26.525210818593177,25.76786393462344,29.08534524152502,28.50813949513475,130.76626353901494,131.29287819527028,8.036303404213132,7.943831256143924,Team1,Team2,Team2,Team1,58.96,45.33,Neutral,19,10,29,0.6551724137931034,0.3448275862068966
392189,Chennai Super Kings,Delhi Capitals,2009,Durban,League Match,Delhi Capitals,bat,Delhi Capitals,26.236679864253396,27.047897805260433,28.069319600499377,34.62665613647161,130.0096282536139,123.03180929156673,7.70553511158009,7.957401423500834,Team2,Team1,Team2,Team2,58.96,45.33,Neutral,19,10,29,0.6551724137931034,0.3448275862068966
336001,Chennai Super Kings,Delhi Capitals,2007/08,Chennai,League Match,Chennai Super Kings,bat,Delhi Capitals,24.067261278101256,22.891378197533022,37.16670210593628,25.627659837634734,116.21859757873507,121.64203389632453,8.153479197272642,7.682620296412176,Team1,Team2,Team1,Team2,58.96,45.33,Team1,19,10,29,0.6551724137931034,0.3448275862068966
1304100,Royal Challengers Bangalore,Sunrisers Hyderabad,2022,Mumbai,League Match,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,26.32904076779922,26.37162162162162,29.144175776972162,30.570068637502846,132.52239934653704,130.17922078385988,8.212215625271263,8.221592565528532,Team1,Team2,Team1,Team1,49.79,44.39,Neutral,10,12,23,0.43478260869565216,0.5217391304347826
1304082,Royal Challengers Bangalore,Sunrisers Hyderabad,2022,Mumbai,League Match,Sunrisers Hyderabad,field,Sunrisers Hyderabad,26.32904076779922,26.37162162162162,29.144175776972162,27.626459614946455,132.52239934653704,130.17922078385988,8.212215625271261,8.122652770786472,Team1,Team2,Team2,Team2,49.79,44.39,Neutral,10,12,23,0.43478260869565216,0.5217391304347826
1254063,Royal Challengers Bangalore,Sunrisers Hyderabad,2021,Chennai,League Match,Sunrisers Hyderabad,field,Royal Challengers Bangalore,27.70470674619696,28.71760703010703,31.466313270967856,27.850840982325945,135.36008765804664,129.15351150598508,8.157252933355942,7.641752457390293,Team1,Team2,Team2,Team1,49.79,44.39,Neutral,10,12,23,0.43478260869565216,0.5217391304347826
1237178,Royal Challengers Bangalore,Sunrisers Hyderabad,2020/21,Abu Dhabi,Eliminator,Sunrisers Hyderabad,field,Sunrisers Hyderabad,27.992008333498546,29.82340674007341,29.590893661224992,27.916778553526676,129.27819203814343,125.81906453612879,8.010853528631145,7.652603044948575,Team1,Team2,Team2,Team2,49.79,44.39,Neutral,10,12,23,0.43478260869565216,0.5217391304347826
1216502,Royal Challengers Bangalore,Sunrisers Hyderabad,2020/21,Sharjah,League Match,Sunrisers Hyderabad,field,Sunrisers Hyderabad,29.574529629849916,27.55345249095249,31.650441441089036,27.916778553526676,131.25457051626674,125.46373458866758,8.22052436437333,7.731206471204557,Team1,Team2,Team2,Team2,49.79,44.39,Neutral,10,12,23,0.43478260869565216,0.5217391304347826
1216534,Royal Challengers Bangalore,Sunrisers Hyderabad,2020/21,Dubai,League Match,Sunrisers Hyderabad,field,Royal Challengers Bangalore,27.992008333498546,31.37561279227946,31.370797970298657,25.200823080428343,129.27819203814343,130.73876709255214,8.029866085415032,7.665274594995196,Team1,Team2,Team2,Team1,49.79,44.39,Neutral,10,12,23,0.43478260869565216,0.5217391304347826
1136611,Royal Challengers Bangalore,Sunrisers Hyderabad,2018,Bangalore,League Match,Sunrisers Hyderabad,field,Royal Challengers Bangalore,22.359281994154063,24.498284990842794,29.731727589366887,31.285140297752886,133.8987068319903,127.42923661852127,8.13190450098905,8.06279514235202,Team1,Team2,Team2,Team1,49.79,44.39,Team1,10,12,23,0.43478260869565216,0.5217391304347826
981019,Royal Challengers Bangalore,Sunrisers Hyderabad,2016,Bangalore,Final,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,22.24716222781834,24.33114849685478,33.175356103632886,31.608850177382283,127.35552187951825,125.1635346886184,8.029254842607113,8.13186994715857,Team2,Team1,Team2,Team2,49.79,44.39,Team1,10,12,23,0.43478260869565216,0.5217391304347826
980907,Royal Challengers Bangalore,Sunrisers Hyderabad,2016,Bangalore,League Match,Sunrisers Hyderabad,field,Royal Challengers Bangalore,20.675740843798216,22.191735511677336,30.544540313756897,33.625669638577314,129.33024326366382,126.95864344119457,8.197491837248037,8.169910972778391,Team1,Team2,Team2,Team1,49.79,44.39,Team1,10,12,23,0.43478260869565216,0.5217391304347826
829719,Royal Challengers Bangalore,Sunrisers Hyderabad,2015,Bangalore,League Match,Sunrisers Hyderabad,field,Sunrisers Hyderabad,22.99956634517625,27.18338567800246,28.347785349743777,32.891699151076864,136.88778280503516,133.32649024427732,7.875012686886997,8.24752071092572,Team1,Team2,Team2,Team2,49.79,44.39,Team1,10,12,23,0.43478260869565216,0.5217391304347826
733977,Royal Challengers Bangalore,Sunrisers Hyderabad,2014,Bangalore,League Match,Royal Challengers Bangalore,field,Royal Challengers Bangalore,25.44367595795678,23.318041604660795,31.599863133266627,29.63306200616923,128.64504776168434,133.01884400067377,7.772704823507672,7.773054724461693,Team2,Team1,Team1,Team1,49.79,44.39,Team1,10,12,23,0.43478260869565216,0.5217391304347826
598048,Royal Challengers Bangalore,Sunrisers Hyderabad,2013,Bangalore,League Match,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,22.875,26.63559203441743,30.447548433767583,34.28773494837003,117.54740887465607,126.64671987499901,7.8055478888209455,7.88871952436414,Team2,Team1,Team2,Team1,49.79,44.39,Team1,10,12,23,0.43478260869565216,0.5217391304347826
548356,Royal Challengers Bangalore,Sunrisers Hyderabad,2012,Bangalore,League Match,Royal Challengers Bangalore,field,Royal Challengers Bangalore,22.315899664635037,25.193477571204973,30.640416746995694,34.04788727453524,126.44975799601912,117.60977090127263,7.668674666855835,7.618693151201961,Team2,Team1,Team1,Team1,49.79,44.39,Team1,10,12,23,0.43478260869565216,0.5217391304347826
419164,Royal Challengers Bangalore,Sunrisers Hyderabad,2009/10,Mumbai,3rd Place Play-Off,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,26.935532779939347,26.236679864253396,26.800838529319435,27.12056358123774,128.8571051929539,130.0096282536139,8.10110582592717,7.638051393652722,Team2,Team1,Team2,Team1,49.79,44.39,Neutral,10,12,23,0.43478260869565216,0.5217391304347826
419145,Royal Challengers Bangalore,Sunrisers Hyderabad,2009/10,Bangalore,League Match,Sunrisers Hyderabad,field,Sunrisers Hyderabad,26.525210818593177,21.702822973160895,28.974165534839692,29.50223942342936,130.76626353901494,128.82472907597722,7.8591591256600974,7.44659553191668,Team1,Team2,Team2,Team2,49.79,44.39,Team1,10,12,23,0.43478260869565216,0.5217391304347826
392239,Royal Challengers Bangalore,Sunrisers Hyderabad,2009,Johannesburg,Final,Royal Challengers Bangalore,field,Sunrisers Hyderabad,27.525689081322,28.167812427812425,28.919540945737843,28.870887600711903,132.14432793419135,117.51247800905334,8.054965013940224,7.560118815047283,Team2,Team1,Team1,Team2,49.79,44.39,Neutral,10,12,23,0.43478260869565216,0.5217391304347826
392236,Royal Challengers Bangalore,Sunrisers Hyderabad,2009,Centurion,League Match,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,25.267563068518736,26.444829918279297,30.49505494505495,24.86883207637925,118.20407610917214,136.58505667436484,7.492134524075122,8.053594071486799,Team1,Team2,Team1,Team1,49.79,44.39,Neutral,10,12,23,0.43478260869565216,0.5217391304347826
392188,Royal Challengers Bangalore,Sunrisers Hyderabad,2009,Cape Town,League Match,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,24.876834403350855,20.967460952486057,29.677788220551378,30.976946883913442,128.3831965708291,119.6990525654322,8.149332747205438,8.055419490202167,Team2,Team1,Team2,Team2,49.79,44.39,Neutral,10,12,23,0.43478260869565216,0.5217391304347826
336034,Royal Challengers Bangalore,Sunrisers Hyderabad,2007/08,Bangalore,League Match,Sunrisers Hyderabad,field,Royal Challengers Bangalore,26.236679864253396,23.988461515612038,28.20353724511028,33.509039882277804,130.0096282536139,121.7811970967786,8.095003841893716,7.930952114785093,Team1,Team2,Team2,Team1,49.79,44.39,Team1,10,12,23,0.43478260869565216,0.5217391304347826
1304098,Punjab Kings,Rajasthan Royals,2022,Mumbai,League Match,Punjab Kings,bat,Rajasthan Royals,28.461176864824,29.62184850209259,26.81815789473684,28.447515339674958,130.14069553034878,132.1572309195685,7.942075919203564,8.42757916246017,Team1,Team2,Team1,Team2,45.68,50.24,Neutral,11,15,26,0.4230769230769231,0.5769230769230769
1254061,Punjab Kings,Rajasthan Royals,2021,Mumbai,League Match,Rajasthan Royals,field,Punjab Kings,28.27472847384162,27.644747052817227,33.104660894660896,30.206143829402645,132.98826560432514,134.40178729387023,8.165481073552604,8.431446211002251,Team1,Team2,Team2,Team1,45.68,50.24,Neutral,11,15,26,0.4230769230769231,0.5769230769230769
1216537,Punjab Kings,Rajasthan Royals,2020/21,Abu Dhabi,League Match,Rajasthan Royals,field,Rajasthan Royals,26.2743444168125,28.3623515673816,33.07198460055603,32.2323635646617,134.1616118667054,132.05777001050438,8.126125060888258,8.455079289488955,Team1,Team2,Team2,Team2,45.68,50.24,Neutral,11,15,26,0.4230769230769231,0.5769230769230769
1216527,Punjab Kings,Rajasthan Royals,2020/21,Sharjah,League Match,Rajasthan Royals,field,Rajasthan Royals,26.31527558630362,28.3623515673816,32.546806384306386,30.09189292419106,133.87138869293463,132.05777001050438,8.16679818361634,8.735974854629855,Team1,Team2,Team2,Team2,45.68,50.24,Neutral,11,15,26,0.4230769230769231,0.5769230769230769
1178407,Punjab Kings,Rajasthan Royals,2019,Chandigarh,League Match,Rajasthan Royals,field,Punjab Kings,25.10226355816272,23.46168270306373,30.669309048920777,28.326263224228683,130.69886156860824,133.47764216185337,8.158030509479332,7.801048220046324,Team1,Team2,Team2,Team1,45.68,50.24,Neutral,11,15,26,0.4230769230769231,0.5769230769230769
1175359,Punjab Kings,Rajasthan Royals,2019,Jaipur,League Match,Rajasthan Royals,field,Punjab Kings,25.18052307610578,22.767805152043326,30.065329467729377,29.674538046883224,130.72160365522973,132.8038408292944,7.8654083312644865,7.9870228496983975,Team1,Team2,Team2,Team1,45.68,50.24,Team2,11,15,26,0.4230769230769231,0.5769230769230769
829709,Punjab Kings,Rajasthan Royals,2015,Pune,League Match,Punjab Kings,field,Rajasthan Royals,22.637354151676817,21.313750795693437,29.19060682290233,29.853354639228915,131.6633593671505,133.98555262717673,7.509721537395694,8.400549785010366,Team2,Team1,Team1,Team2,45.68,50.24,Neutral,11,15,26,0.4230769230769231,0.5769230769230769
734033,Punjab Kings,Rajasthan Royals,2014,Chandigarh,League Match,Rajasthan Royals,field,Punjab Kings,23.274672974867872,28.516389937861344,32.68870893198342,29.460213025254202,133.4089990234714,126.88539526314466,8.40618757003295,7.783998371816522,Team1,Team2,Team2,Team1,45.68,50.24,Neutral,11,15,26,0.4230769230769231,0.5769230769230769
598052,Punjab Kings,Rajasthan Royals,2013,Chandigarh,League Match,Rajasthan Royals,field,Rajasthan Royals,24.90985390460207,21.206668853669036,30.02461856627489,32.4595802693547,127.88423649671726,127.41336382425894,7.898089522376,7.620960967369989,Team1,Team2,Team2,Team2,45.68,50.24,Neutral,11,15,26,0.4230769230769231,0.5769230769230769
548354,Punjab Kings,Rajasthan Royals,2012,Chandigarh,League Match,Rajasthan Royals,bat,Rajasthan Royals,25.35481694178681,25.474629341751587,30.72356861625432,27.04632032796074,117.5664084221304,123.6420453900777,7.585652650455906,7.757113347002764,Team2,Team1,Team2,Team2,45.68,50.24,Neutral,11,15,26,0.4230769230769231,0.5769230769230769
501220,Punjab Kings,Rajasthan Royals,2011,Chandigarh,League Match,Rajasthan Royals,field,Punjab Kings,20.6115930962098,26.63224432758159,29.97701683375308,31.84092264639847,120.85956199214299,123.55741917622133,7.900995336124648,7.614688284899891,Team1,Team2,Team2,Team1,45.68,50.24,Neutral,11,15,26,0.4230769230769231,0.5769230769230769
419124,Punjab Kings,Rajasthan Royals,2009/10,Chandigarh,League Match,Punjab Kings,field,Rajasthan Royals,26.236679864253396,28.541745542512807,27.83880565959218,28.5673479632817,130.0096282536139,140.76916252282393,7.798240918218695,8.403389486962924,Team2,Team1,Team1,Team2,45.68,50.24,Neutral,11,15,26,0.4230769230769231,0.5769230769230769
392210,Punjab Kings,Rajasthan Royals,2009,Durban,League Match,Punjab Kings,field,Rajasthan Royals,26.525210818593177,17.84234805183762,29.085345241525015,28.910435027277128,130.76626353901494,124.8064413034444,8.036303404213132,7.416417824707301,Team2,Team1,Team1,Team2,45.68,50.24,Neutral,11,15,26,0.4230769230769231,0.5769230769230769
392195,Punjab Kings,Rajasthan Royals,2009,Cape Town,League Match,Punjab Kings,bat,Punjab Kings,25.933416813817463,24.876834403350855,33.26085402255971,29.577945453255783,125.55557577471919,128.3831965708291,7.969219910196266,8.030883636985873,Team1,Team2,Team1,Team1,45.68,50.24,Neutral,11,15,26,0.4230769230769231,0.5769230769230769
336019,Punjab Kings,Rajasthan Royals,2007/08,Chandigarh,League Match,Rajasthan Royals,field,Punjab Kings,22.168335535138812,23.988461515612038,29.027204106280195,35.58181027698022,115.40164864439781,121.7811970967786,8.064867517732402,8.011379095944987,Team1,Team2,Team2,Team1,45.68,50.24,Neutral,11,15,26,0.4230769230769231,0.5769230769230769
1304097,Mumbai Indians,Gujarat Titans,2022,Mumbai,League Match,Gujarat Titans,field,Mumbai Indians,24.56624006440183,22.97834439487905,31.771785294611387,29.38897623470932,132.73320141055748,130.1023455716831,8.011804633014853,8.089312522431023,Team1,Team2,Team2,Team1,56.68,57.14,Team1,2,2,4,0.5,0.5
1082606,Mumbai Indians,Gujarat Titans,2017,Mumbai,League Match,Mumbai Indians,field,Mumbai Indians,26.425757693202076,20.108622590565233,32.20096959501239,31.675571888669744,130.3983282538203,129.02298457346703,8.114218648015273,8.209437368121757,Team2,Team1,Team1,Team1,56.68,57.14,Team1,2,2,4,0.5,0.5
980917,Mumbai Indians,Gujarat Titans,2016,Mumbai,League Match,Gujarat Titans,field,Gujarat Titans,23.759719925426207,22.99956634517625,29.598762084173984,28.574292204542285,124.01690977451054,136.88778280503516,8.153283507774745,7.715687386308361,Team1,Team2,Team2,Team2,56.68,57.14,Team1,2,2,4,0.5,0.5
1304096,Delhi Capitals,Sunrisers Hyderabad,2022,Mumbai,League Match,Sunrisers Hyderabad,field,Delhi Capitals,27.902189130711466,26.37162162162162,24.616717394674787,29.20943491032777,133.2121042400316,130.17922078385988,8.128610623135655,8.168665480491539,Team1,Team2,Team2,Team1,45.33,44.39,Neutral,11,12,23,0.4782608695652174,0.5217391304347826
1254077,Delhi Capitals,Sunrisers Hyderabad,2021,Chennai,League Match,Delhi Capitals,bat,Delhi Capitals,23.844360931685866,28.20333121583122,26.791053614761008,26.660873435127233,131.48314049815426,129.28836975623935,7.872428733674945,7.970094515073671,Team1,Team2,Team1,Team1,45.33,44.39,Neutral,11,12,23,0.4782608695652174,0.5217391304347826
1237180,Delhi Capitals,Sunrisers Hyderabad,2020/21,Abu Dhabi,Qualifier,Delhi Capitals,bat,Delhi Capitals,24.39314773692428,29.82340674007341,26.74514787184976,27.916778553526676,126.53577030038645,125.81906453612879,7.954635457674452,7.652603044948575,Team1,Team2,Team1,Team1,45.33,44.39,Neutral,11,12,23,0.4782608695652174,0.5217391304347826
1178405,Delhi Capitals,Sunrisers Hyderabad,2019,Hyderabad,League Match,Sunrisers Hyderabad,field,Delhi Capitals,23.46168270306373,28.02530449440467,29.33091739358874,29.11840471948807,133.47764216185337,131.33944829022977,8.04067918843906,8.133216189836594,Team1,Team2,Team2,Team1,45.33,44.39,Team2,11,12,23,0.4782608695652174,0.5217391304347826
1175371,Delhi Capitals,Sunrisers Hyderabad,2019,Delhi,League Match,Sunrisers Hyderabad,field,Sunrisers Hyderabad,22.767805152043326,21.252633488459317,28.573674765644547,29.661188272909946,132.8038408292944,126.9068031261172,7.758906051983731,7.862878409097154,Team1,Team2,Team2,Team2,45.33,44.39,Team1,11,12,23,0.4782608695652174,0.5217391304347826
1136602,Delhi Capitals,Sunrisers Hyderabad,2018,Delhi,League Match,Delhi Capitals,bat,Sunrisers Hyderabad,23.458448660820732,23.54444263941684,30.437731730153637,28.97436996124642,130.61805786759595,140.75382510479093,7.997756832283023,8.383982846466532,Team1,Team2,Team1,Team2,45.33,44.39,Team1,11,12,23,0.4782608695652174,0.5217391304347826
1136596,Delhi Capitals,Sunrisers Hyderabad,2018,Hyderabad,League Match,Delhi Capitals,bat,Sunrisers Hyderabad,25.342765596957793,22.303072403202535,31.068055077452676,29.346583685366433,127.74349156037314,128.16439073961843,8.174215084049973,7.812309099489816,Team1,Team2,Team1,Team2,45.33,44.39,Team2,11,12,23,0.4782608695652174,0.5217391304347826
1082630,Delhi Capitals,Sunrisers Hyderabad,2017,Delhi,League Match,Delhi Capitals,field,Delhi Capitals,24.671378977965578,24.037514732456554,30.377278423331052,35.21547245870801,124.83934481097806,127.98425680297045,8.09747142896569,8.312266995835705,Team2,Team1,Team1,Team1,45.33,44.39,Team1,11,12,23,0.4782608695652174,0.5217391304347826
981003,Delhi Capitals,Sunrisers Hyderabad,2016,Raipur,League Match,Delhi Capitals,field,Delhi Capitals,22.24716222781834,22.637354151676817,32.916262678493844,29.263766003692762,127.35552187951825,131.6633593671505,7.935966737174204,7.713879828872279,Team2,Team1,Team1,Team1,45.33,44.39,Neutral,11,12,23,0.4782608695652174,0.5217391304347826
829793,Delhi Capitals,Sunrisers Hyderabad,2015,Raipur,League Match,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,23.834839132794123,24.85948654389054,30.02579272354846,29.713834981119142,128.13864673535596,128.55752437127228,7.820903519263051,8.19523324572964,Team2,Team1,Team2,Team2,45.33,44.39,Neutral,11,12,23,0.4782608695652174,0.5217391304347826
733993,Delhi Capitals,Sunrisers Hyderabad,2014,Delhi,League Match,Sunrisers Hyderabad,field,Sunrisers Hyderabad,24.328793420749943,23.053070475873362,32.05393372337401,30.777784471863416,125.1710152324834,127.988061224721,7.811305198590967,7.628770030786007,Team1,Team2,Team2,Team2,45.33,44.39,Team1,11,12,23,0.4782608695652174,0.5217391304347826
598010,Delhi Capitals,Sunrisers Hyderabad,2013,Delhi,League Match,Delhi Capitals,bat,Sunrisers Hyderabad,21.748657786885243,23.325620793172885,28.053184732148054,31.32503076656161,124.93775670598626,123.57081171327135,8.223036530248196,7.684434640286887,Team1,Team2,Team1,Team2,45.33,44.39,Team1,11,12,23,0.4782608695652174,0.5217391304347826
548321,Delhi Capitals,Sunrisers Hyderabad,2012,Delhi,League Match,Sunrisers Hyderabad,bat,Delhi Capitals,25.420481457066824,27.440231149370316,28.671381419092413,31.497300035500235,117.44845689667513,120.69458422327757,7.771726605171225,7.3533633410697545,Team2,Team1,Team2,Team1,45.33,44.39,Team1,11,12,23,0.4782608695652174,0.5217391304347826
501216,Delhi Capitals,Sunrisers Hyderabad,2011,Delhi,League Match,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,27.440231149370316,27.693297101449275,32.321386165719666,33.89152512384996,120.69458422327757,130.81066998611615,7.627207258352267,7.980237720329771,Team2,Team1,Team2,Team2,45.33,44.39,Team1,11,12,23,0.4782608695652174,0.5217391304347826
419160,Delhi Capitals,Sunrisers Hyderabad,2009/10,Delhi,League Match,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,23.988461515612038,26.236679864253396,30.400344918704793,27.56024612092028,121.7811970967786,130.0096282536139,7.878543245328051,7.622156777719814,Team2,Team1,Team2,Team2,45.33,44.39,Team1,11,12,23,0.4782608695652174,0.5217391304347826
392237,Delhi Capitals,Sunrisers Hyderabad,2009,Centurion,Qualifier,Sunrisers Hyderabad,field,Sunrisers Hyderabad,23.606001514131496,17.842348051837618,27.00746784978552,28.364318566686993,117.51954228639302,124.8064413034444,8.135697727703297,7.400345747450291,Team1,Team2,Team2,Team2,45.33,44.39,Neutral,11,12,23,0.4782608695652174,0.5217391304347826
336020,Delhi Capitals,Sunrisers Hyderabad,2007/08,Delhi,League Match,Sunrisers Hyderabad,field,Delhi Capitals,21.504286586116578,26.549642709747175,27.6524356111803,26.421611592569104,131.43927562666192,129.88420549979654,7.406464029997958,8.059780919963469,Team1,Team2,Team2,Team1,45.33,44.39,Team1,11,12,23,0.4782608695652174,0.5217391304347826
1304095,Royal Challengers Bangalore,Chennai Super Kings,2022,Pune,League Match,Chennai Super Kings,field,Royal Challengers Bangalore,26.32904076779922,24.62277432810966,29.144175776972173,26.567708333333336,132.52239934653704,126.21294588029143,8.212215625271261,7.9088638290174265,Team1,Team2,Team2,Team1,49.79,58.96,Neutral,10,20,31,0.3225806451612903,0.6451612903225806
1254113,Royal Challengers Bangalore,Chennai Super Kings,2021,Sharjah,League Match,Chennai Super Kings,field,Chennai Super Kings,27.70470674619696,24.435523598111086,30.167822102199818,29.887211558475883,135.36008765804664,127.10220248019928,8.155962568959428,7.695143476236959,Team1,Team2,Team2,Team2,49.79,58.96,Neutral,10,20,31,0.3225806451612903,0.6451612903225806
1216544,Royal Challengers Bangalore,Chennai Super Kings,2020/21,Dubai,League Match,Royal Challengers Bangalore,bat,Chennai Super Kings,27.992008333498546,25.837369400991882,30.757312312018637,28.28321469787791,129.27819203814343,126.41597287176474,7.832552154212671,7.7263107116200676,Team1,Team2,Team1,Team2,49.79,58.96,Neutral,10,20,31,0.3225806451612903,0.6451612903225806
1216525,Royal Challengers Bangalore,Chennai Super Kings,2020/21,Dubai,League Match,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,27.992008333498546,22.89310298424229,31.26305180136129,28.917654105059732,129.27819203814343,127.26974101055787,8.36174567535213,8.045305976630429,Team1,Team2,Team1,Team1,49.79,58.96,Neutral,10,20,31,0.3225806451612903,0.6451612903225806
